Thumbnail,Rating,Year,Summary,Title,MovieId 
"https://m.media-amazon.com/images/M/MV5BYzhkNjE2YTQtYWQzNS00ZTkwLTg4YzAtNjNlYTRlMGEzYjcxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.1,1994,"    Sexual harassment is the theme, but here it is the man who is harassed by his new female boss. A high-flying executive, Meredith, is out to ruin her former lover, who she's just beaten to the top job in an electronics company, using every trick in the book.Written byRob Hartill ",Disclosure (1994),225
"https://m.media-amazon.com/images/M/MV5BNGUyMWNjNGYtZmNhNS00MGQxLTlmYmMtNDE0NDhhNDk3ZTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.6,1994,    A team of skydiving crooks led by DEA-agent-turned-bad Busey specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. Federal Marshal Snipes lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor Butler so he can track them down. DIE HARD meets PASSENGER 57 meets CLIFFHANGER.Written byTom Neff <tneff@panix.com> ,Drop Zone (1994),227
,4.5,1995,"    Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?Written byTad Dibbern <DIBBERN_D@a1.mscf.upenn.edu> ",Destiny Turns on the Radio (1995),228
"https://m.media-amazon.com/images/M/MV5BMDYwODA0NDctMzJlOS00ODE2LThmZDUtMzBhNWFjYjUxMjEwXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_UY268_CR8,0,182,268_AL__QL50.jpg",7.3,1994,"    Paulina Escobar is a political activist whose husband is a prominent lawyer in an unnamed South American country just out of a dictatorship. One day a storm forces her husband to ride home with a neighbor. That chance encounter brings up demons from her past, as she is convinced that the neighbor (Dr. Miranda) was part of the old fascist regime that tortured and raped her, while blindfolded. Paulina takes him captive to determine the truth. Paulina is torn between her psychological repressions and somber memory, Gerardo is torn between his wife and the law, and Dr. Miranda is forced to endure captivity while husband and wife seek out the uncertain truth about the clouded past.Written byHenry G. Herron <hgherron@wsuhub.uc.twsu.edu> ",Death and the Maiden (1994),229
"https://m.media-amazon.com/images/M/MV5BNzhkNjFlNDQtMDYxNy00NGU5LWE4YmItOWIyYzg5MTNmNzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.4,1995,"    Dolores Claiborne works as a maid for a wealthy woman in remote Maine. When she is indicted for the elderly woman's murder, Dolores' daughter Selena returns from New York, where she has become a big-shot reporter. In the course of working out the details of what has happened, as well as some shady questions from the past and Selena's troubled childhood, many difficult truths are revealed about their family's domestic strife. This is cleverly portrayed with present reality shot in cool blue tones blending seamlessly into flashbacks shot in vivid color. As small town justice relentlessly grinds forward, surprises lie in store for the viewers....Written byTad Dibbern <DIBBERN_D@a1.mscf.upenn.edu> ",Dolores Claiborne (1995),230
"https://m.media-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",7.3,1994,"    Harry and Lloyd are two good friends who happen to be really stupid. The duo set out on a cross country trip from Providence to Aspen, Colorado to return a briefcase full of money to its rightful owner, a beautiful woman named Mary Swanson. After a trip of one mishap after another, the duo eventually make it to Aspen. But the two soon realize that Mary and her briefcase are the least of their problems.Written bySam ",Dumb & Dumber (Dumb and Dumber) (1994),231
,7.8,1994,"    Senior Master Chef Chu lives in a large house in Taipei with his three unmarried daughters, Jia-Jen, a chemistry teacher converted to Christianity, Jia-Chien, an airline executive, and Jia-Ning, a student who also works in a fast food restaurant. Life in the house revolves around the ritual of an elaborate dinner each Sunday, and the love lives of all the family members.Written byWill Gilbert ",Eat Drink Man Woman (Yin shi nan nu) (1994),232
"https://m.media-amazon.com/images/M/MV5BMGIxN2NiMDYtYjQ0YS00M2ViLTkzYTUtNDdhYWZmOTM0ZmJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",7.1,1994,"    This psychological thriller is true to its subjects as well as being complex, dynamic, and overly dramatic. How something so long ago, seemingly trivial, years later with more significant trauma, turns repressed emotions into a dysfunctional life and distorted thinking. This is all merged into a psychological menagerie that unfolds piece by piece to perfection.Written bybenignjamin ",Exotica (1994),233
"https://m.media-amazon.com/images/M/MV5BMDliZWUwYzktMzU1OC00NzNmLThlODYtODhkMTc4MDkyOWE1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",4.1,1994,"    Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. Smugglers, and detectives, follow him to the island, where they try to retrieve the film. Elliot begins falling in love with Lisa, the head mistress of the island, and Lisa must evaluate her feelings about Elliot and her own motivations.Written byEd Sutton <esutton@mindspring.com> ",Exit to Eden (1994),234
"https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.9,1994,"    Because of his eccentric habits and bafflingly strange films, director Edward D. Wood Jr. is a Hollywood outcast. Nevertheless, with the help of the formerly famous Bela Lugosi and a devoted cast and crew of show-business misfits who believe in Ed's off-kilter vision, the filmmaker is able to bring his oversize dreams to cinematic life. Despite a lack of critical or commercial success, Ed and his friends manage to create an oddly endearing series of extremely low-budget films.Written byJwelch5742 ",Ed Wood (1994),235
"https://m.media-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.6,1995,"    Kate and Charlie have a perfect life planned out before them: buying a house, marriage, kids, the whole works. Kate's fear of flying keeps her in Canada while Charlie goes to Paris for a medical convention. While there Charlie is smitten by the lovely Juliette. He calls off the wedding with Kate and she nervously boards a plane to get him back. She ends up sitting next to the petty French thief Luc Teyssier. He hides a stolen necklace and smuggled grape vine in her bag to get it through customs. Her bag is stolen, the necklace apparently lost, and Kate and Luc head to Cannes -- Luc to find the necklace and Kate get Charlie back. Along the way, Kate and Luc begin having feelings for each other -- which change the course of their lives.Written bypoco loco ",French Kiss (1995),236
"https://m.media-amazon.com/images/M/MV5BM2ZkYTUxZjQtODhkMy00NWI3LWFlMDMtMzYzZTQ3YmFjMjg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.4,1995,"    Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews, an American living in Paris, works for the airline Mickey flies on. They meet and fall in love, but their relationship goes through many difficult patches. The story is told in flashback by their friends at a restaurant waiting for them to arrive.Written byPhilip Apps <apps@math.wisc.edu> ",Forget Paris (1995),237
"https://m.media-amazon.com/images/M/MV5BYThiMDFmYWUtNTdjZC00ODcwLTgzNzgtMTE0MmMxZDg3Njg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.4,1995,"    Teenage Angus adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with Angus' father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.Written byRay Hamel <hamel@primate.wisc.edu> ",Far From Home: The Adventures of Yellow Dog (1995),238
,6.8,1995,"    It's the last day of school, and Max wants to catch the eye of Roxanne, one of the more attractive girls in school. But how can you be cool when your dad's Goofy? Stage an impromptu concert at the final assembly, that's how! Or at least it sounded good until Principal Mazer found out. Goofy finds out about his son's antics (sort of), and decides a fishing trip, like his dad took him on, is the solution. Of course, he doesn't know that Max finally lands a date with Roxanne for a party thrown by the class valedictorian. Through the movie, Goofy tries to bring Max out of his shell, while Max resents being taken away, and lying to Roxanne about the trip (he tells her he & his dad will be appearing on TV at the PowerLine concert in LA). Will Max sink or swim? Will Goofy goof up his son's first shot at romance? Will Bigfoot step back? And what about those nuns?Written byJoe Sewell <jsewell@iu.net> ","Goofy Movie, A (1995)",239
"https://m.media-amazon.com/images/M/MV5BMmM1OTU2MDQtZWVjMi00NmY4LWI1ZDYtZTg0ODE5YTUxNDA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.3,1995,"    Hatch Harrison had a traffic accident with his car. At first the doctors said he was dead but then they succeeded in bringing him back to life after two hours. In no time, Hatch starts to have strange sensations and discovers that he is now united with a mad killer who had entered his mind during his death.Written byVolker Boehm ",Hideaway (1995),240
,6.7,1995,"    After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.",Fluke (1995),241
"https://m.media-amazon.com/images/M/MV5BODFhZWM4NGMtMjM1OS00M2JmLTg1MTctYWI4YTlhMTdhNjVjXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",6.9,1994,"    Farinelli, is the artistic name of Carlo Broschi, a young singer in Handel's time. He was castrated in his childhood in order to preserve his voice. During his life he becomes to be a very famous opera singer, managed by his mediocre brother (Riccardo).Written byMichel Rudoy <mdrc@hp9000a1.uam.mx> ",Farinelli: il castrato (1994),242
"https://m.media-amazon.com/images/M/MV5BN2Q0MmFkZTktZjZmMC00OWIwLTgzOGYtOTk2MTAzNzY4ZTkxXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",3.9,1995,"    This is the story of a talking cute piglet named Gordy, who gets involved in a big quest to save his family from the slaughterhouse, where no pigs have ever returned. And it's all up to him to find and save them before they get turned into sausage!Written byAnthony Pereyra <hypersonic91@yahoo.com> ",Gordy (1995),243
"https://m.media-amazon.com/images/M/MV5BMTM4NTU3MDYzNl5BMl5BanBnXkFtZTYwMjYxNDY2._V1_UY268_CR4,0,182,268_AL__QL50.jpg",8.3,1994,"    This documentary follows two young African-Americans through their high school years as they perfect their skills in basketball in the hopes of getting a college scholarship and eventually play in the NBA. Arthur Agee and William Gates both show great potential and are are actively recruited as they look to enter high school. They start off at the same high school but unable to pay an unexpected bill for tuition fees, Arthur has to withdraw and go to the local public high school. The film follows them through their four years of high school and their trials and tribulations: injuries, slumps and the never ending battle to maintain their grades. Through it all, their hoop dreams continue.Written bygarykmcd ",Hoop Dreams (1994),246
"https://m.media-amazon.com/images/M/MV5BZjUwNGIwNDctZmQ1ZC00YTEzLWI3MzQtZGMyODlmZGU4ZDdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.4,1994,"    Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.Written byAlexander Lum <aj_lum@postoffice.utas.edu.au> ",Heavenly Creatures (1994),247
,6.0,1995,"    Kevin Franklin is a con man whose mouth is bigger than him, but it doesn't help him much when he's in with the mob for $50,000. Trying to avoid a gambling addict boss, and his two stupid henchmen, Kevin poses as a childhood friend to Gary Young, a workaholic father whose own life is in turmoil in an affluent Pennsylvania suburb.Written byMonkeyKingMA ",Houseguest (1994),248
"https://m.media-amazon.com/images/M/MV5BOTgyZTYzZGItYzIzMi00YTBkLTk0ZTktOTg2ZTM3NDcwYjAxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.5,1994,"    The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to find out who this beloved was--not easy, as Beethoven has had many women in his life.Written bySmoothhoney1265 ",Immortal Beloved (1994),249
"https://m.media-amazon.com/images/M/MV5BMmUzMmVjZjMtMThkMS00NDRkLWJhYmQtMjcwMmJkY2ExYmQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.7,1995,"    11-year-old Gerald ""Gerry"" Garner lives in Long Island, New York, and he's overweight. Gerry's parents Maury and Mrs. Garner decide to send Gerry to Camp Hope, a camp for overweight boys. The camp is owned by kindly Harvey Bushkin and his equally kind wife Alice Bushkin. When the Bushkins file for bankruptcy the camp has to be sold, it is bought by a wacko named Tony Perkis. Tony plans to force the campers to lose as much weight as they can, and he also intends to document the marathon shedding of weight and use it for an infomercial for his slenderizing program. In the eyes of the campers, Tony has made Camp Hope a living hell. As Gerry and counselor Pat Finley lead the efforts to overthrow Tony, the campers prepare for the Apache Relay against arch rival Camp MVP. The Apache Relay is a kind of race in which Camp Hope has never defeated Camp MVP before.Written byTodd Baldridge ",Heavyweights (Heavy Weights) (1995),250
"https://m.media-amazon.com/images/M/MV5BMWQ5Y2RlYjgtMjRhOS00Y2UxLWIxZjEtMzEyMzk0OGU4YjNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.0,1995,"    Paul is on a business trips to Nagoya, as a computer-chip executive from New York, when he meets a beautiful and mysterious woman. Later, he finds himself in the wrong place at the wrong time, inadvertently interrupting an assassination by a feared Ninja-cult. As he is now the only man to have seen the face of the cult's warrior-leader and lived, he soon realizes that he is facing a markedly foreshortened life-expectancy. Teaming up with a friendly samurai couple, on a two-centuries-old blood-feud with the Ninja, he struggles to survive. Finally, recuperating on an island-fortress, he learns swordsmanship, and perhaps, a little about courage, honor, love, and loyalty. The requisite final confrontation is rife with bloody swordplay and spectacular martial-arts action sequences.Written byTad Dibbern <DIBBERN_D@a1.mscf.upenn.edu> ","Hunted, The (1995)",251
,6.2,1994,"    Edward Walters, an auto mechanic, falls for the intelligent and beautiful Catherine Boyd. It is love at first sight. There is however a problem: she's engaged to stuffy professor James Moreland. Fortunately, Catherine's uncle likes Ed, and with his friends they scheme to make Catherine fall for Ed. The comedy in this movie stems from the fact that Catherine's uncle is none other than Albert Einstein, who's portrayed as a fun loving humble genius, as are his mischievous colleagues, Nathan, Kurt and Boris.Written byRob Hartill ",I.Q. (1994),252
"https://m.media-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.6,1994,"    It hasn't even been a year since a plantation owner named Louis lost his wife in childbirth. Both his wife and the infant died, and now he has lost his will to live. A vampire named Lestat takes a liking to Louis and offers him the chance to become a creature of the night: a vampire. Louis accepts, and Lestat drains Louis' mortal blood and then replaces it with his own, turning Louis into a vampire. Louis must learn from Lestat the ways of the vampire.Written by<VincentVga@aol.com> ",Interview with the Vampire: The Vampire Chronicles (1994),253
,5.7,1995,"    One of the obsessive speculations in American history is whether Thomas Jefferson, in the years before he became president, had an affair with (and fathered a child with) his 15-year-old slave Sally Hemings. JEFFERSON IN PARIS follows Jefferson to France (as the U.S. ambassador to the court of Louis XVI), following the death of his wife his friendships and flirtations with the French, his relationship with his daughters and slaves from home (especially Sally), against the backdrop of the beginning of the French Revolution.Written byMichael C. Berch <mcb@postmodern.com> ",Jefferson in Paris (1995),254
,4.7,1995,"    When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.Written bySteve Derby <sderby@sdeco.com> ","Jerky Boys, The (1995)",255
"https://m.media-amazon.com/images/M/MV5BMDUwN2E1ODMtMjRiMS00Yzk0LTk1MWYtZjE4M2I5NzcyMmI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",4.6,1994,"    Alex Hesse and Larry Arbogast are working on a new drug which will reduce the chances of a woman's body rejecting an embryo and thus causing a miscarriage. When their research funding is withdrawn, and human experimentation is denied to them, they decide to test the drug by breifly impregnating Hesse. Hesse however becomes attached to ""his"" unborn baby.Written byRob Hartill ",Junior (1994),256
"https://m.media-amazon.com/images/M/MV5BMzNlNzEyMDEtMjM0Yi00YjNiLWI4YmItNjFjZWQ2MWUxMTZiXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.4,1995,"    Bobby Earl is facing the electric chair for the murder of a young girl. Eight years after the crime he calls in Paul Armstrong, a professor of law, to help prove his innocence. Armstrong quickly uncovers some overlooked evidence to present to the local police, but they aren't interested - Bobby was their killer.Written byRob Hartill ",Just Cause (1995),257
,4.8,1995,"    Young Calvin Fuller is pulled into King Arthur's court by Merlin. His mission: to save Camelot. To do this he must overcome the villain known as Lord Belascoe, train to become a knight, and rescue the Princess Katherine, who has fallen in love with him. Ultimately, He must help Arthur regain his confidence before he can go home.Written byKevin Modglin <kevin615@delphi.com> ","Kid in King Arthur's Court, A (1995)",258
"https://m.media-amazon.com/images/M/MV5BYTlhZWU3ZjAtNjFkZS00NWQ3LTliOGYtOGZlN2VhOGUxZDRmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.9,1995,"    Jimmy Kilmartin's an ex-con who's trying to go straight. But he can't say no to a quick driving job because his so called friend's life is threatened. The job is for Little Junior Brown, a violent and powerful villain. When things go wrong, Jimmy is left to do the time, and his whole life is turned upside-down, but if that wasn't enough, the cops won't leave Jimmy alone when he gets out... They want 'Little Junior'Written byRob Hartill, corrected by Lex Gustafsson ",Kiss of Death (1995),259
"https://m.media-amazon.com/images/M/MV5BNmJhNTgzMWYtZTU5OC00MmE2LTlkN2UtNWE0MmJiNWJmNmZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",7.3,1994," Louisa May Alcott's autobiographical account of her life with her three sisters in Concord, Massachusetts in the 1860s. With their father fighting in the American Civil War, sisters Jo, Meg, Amy and Beth are at home with their mother, a very outspoken women for her time. The story tells of how the sisters grow up, find love and find their place in the world.",Little Women (1994),261
"https://m.media-amazon.com/images/M/MV5BZDQzMGE5ODYtZDdiNC00MzZjLTg2NjAtZTk0ODlkYmY4MTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.7,1995,"    When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth. Sara's belief that ""every girl's a princess"" is tested to the limit, however, when word comes that her father was killed in action and his estate has been seized by the British government.Written byJames Meek <james@oz.net> ","Little Princess, A (1995)",262
,7.5,1994,"    This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to another. She has four children, of four different fathers, who came to the attention of Social Services when they were injured in a fire. Subsequently, Maggie was found to be an ""unfit mother"" and her children were removed from her care. She finally meets the man of her dreams, a Paraguayan expatriate, and they start a family together. Unfortunately, Social Services seems unwilling to accept that her life has changed and rends them from their new children. She and Jorge together, and separately, fight Social Services, Immigration, and other government bureaucrats in a desperate battle to make their family whole again.Written byTad Dibbern <DIBBERN_D@a1.mscf.upenn.edu> ",Ladybird Ladybird (1994),263
"https://m.media-amazon.com/images/M/MV5BMTUxNDI3MTIyMF5BMl5BanBnXkFtZTcwMzg5NDEzMQ@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",7.2,1992,"    In a forgotten Mexico village Tita and Pedro fall in love, but their marriage is forbidden as to traditions. Mother Elena sees Tita's role as her caretaker for life - no youngest daughter has ever married and her daughter will not be the first to break tradition. Tita's heart breaks when her mother offers Pedro her sister instead of her, and he accepted it just to live near Tita- he says. Now they live in the same house, and mother Elena cannot forbid their love as she did their marriage.Written byAnonymous ",Like Water for Chocolate (Como agua para chocolate) (1992),265
"https://m.media-amazon.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.5,1994,"    In early 20th-century Montana, Col. William Ludlow lives in the wilderness with his sons, Tristan, Alfred and Samuel. Eventually, the unconventional but close-knit family encounters tragedy when Samuel is killed in World War I. Tristan and Alfred survive their tours of duty, but, soon after they return home, both men fall for Samuel's gorgeous fiancée, Susannah, and their intense rivalry begins to destroy the family.Written byJwelch5742 ",Legends of the Fall (1994),266
"https://m.media-amazon.com/images/M/MV5BYWRmNmZmZDYtZTA5NS00MTMwLWI1YTgtOWJkM2IzMmM5YmEwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.2,1995,"    Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch or ragtag losers with no hope. Using such teaching tools as live grenades and real bullets, Payne starts to instill the Corps with some hope. But when Payne is recalled to fight in Bosnia, will he leave the Corps that has just started to believe in him, or will he find out that killin' ain't much of a livin'?Written byMichael Silva <silvamd@cleo.bc.edu> ",Major Payne (1995),267
"https://m.media-amazon.com/images/M/MV5BNTg4ODk5NTQyN15BMl5BanBnXkFtZTcwMDM1MjYyMQ@@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",6.5,1993,"    Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.Written byReid Gagle ",My Crazy Life (Mi vida loca) (1993),269
"https://m.media-amazon.com/images/M/MV5BMTQ3OTc2NTEwMF5BMl5BanBnXkFtZTgwNzk0NjkwMzE@._V1_UY268_CR9,0,182,268_AL__QL50.jpg",5.9,1994,"    Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. Both engaged to others, they become romantic on board the ship sent to take the passengers to a larger island. They agree to meet in New York City three months later to see if the attraction is real. One shows up, the other doesn't, but they run into each other afterwards.Written byRon Kerrigan <mvg@whidbey.com> ",Love Affair (1994),270
"https://m.media-amazon.com/images/M/MV5BMTg4NjM0MTExMl5BMl5BanBnXkFtZTcwNjY4MjEyMQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",6.4,1995,"    An African-American baby, abandoned by his crack addicted mother is adopted by a white social worker and her husband. Several years later, the baby's mother finds out her son is not dead, as she thought before and goes to court to get him back.Written byCyndi Kessler <ckessler@hooked.net> ",Losing Isaiah (1995),271
,7.2,1994,"    Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.Written byJwelch5742 ","Madness of King George, The (1994)",272
"https://m.media-amazon.com/images/M/MV5BOWNjMGQ2NTYtNWZlMS00Nzk4LWE5ZDQtNWFhZDk0ZWM3ODc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.4,1994,"    In 1794, in the Arctic Sea, Captain Robert Walton is a man obsessed to reach the North Pole, pushing his crew to exhaustion. When his ship hits an iceberg, it is stranded in the ice. Out of the blue, Captain Walton and his men overhear a dreadful cry and they see a stranger coming to the ship. He introduces himself as Victor Frankenstein and he tells the Captain the story of his life since he was a little boy in Geneva. Victor is a barilliant student, and in love with his stepsister Elizabeth, an orphan that was raised by his father Baron Victor von Frankenstein. In 1793, Victor moves to Ingolstadt to study at the university, and he promises to get married to Elizabeth. At the university, Victor befriends Henry Clerval, who becomes his best friend. Victor gets close to Professor Waldman and decides to create life to cheat death, but Waldman advises him that he should not try this experiment, since the result would be an abomination. When Waldman dies, Victor steals his notes and tries...Written byClaudio Carvalho, Rio de Janeiro, Brazil ",Mary Shelley's Frankenstein (Frankenstein) (1994),273
,5.1,1995,"    Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.Written byAdam Burstein <burs7211@cs.nyu.edu> ",Man of the House (1995),274
"https://m.media-amazon.com/images/M/MV5BNTBlMWUyYjAtMzY5My00ZThlLWE0NGQtYmZkZDE1Y2RmMGY3XkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.4,1994,"    Philip runs a crisis hotline with Catherine and Mrs Munchnik. That's the easy part, now it gets tricky... Stanley loves evicting people and he evicts Philip. Philip loves helping people and he is loved by Catherine. Catherine is loved by Louie who loves writing songs. Chris loves dancing to songs and loves to wear large dresses. Gracie also loves to wear large dresses because she's pregnant. She loves the baby's father, Felix, who loves to paint. That just leaves Mrs. Munchnik who hasn't been loved by anybody in a very long time.Written byTim McSmythurs <Tim.McSmythurs@swindon.ericsson.se> ",Mixed Nuts (1994),275
"https://m.media-amazon.com/images/M/MV5BOWYzYWQ3NTQtY2U2Mi00ZTM3LTg0NjUtYWJlMDYwNDAyZmZhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",5.5,1994,"    Young Frank and his pals get an idea for the ultimate in excitement. They decide to pool their savings, bicycle to the nearby Big City, and hire some woman of the streets to strip for them. Things do not work out that simply, but they do meet V, a Hooker With A Heart Of Gold, who ends up giving them a ride home. Soon she is living in Frank's treehouse, unbeknownst to Frank's widowed father Tom, who thinks she is one of Frank's teachers. Soon, however, the evil Waltzer comes looking for V.Written byReid Gagle ",Milk Money (1994),276
"https://m.media-amazon.com/images/M/MV5BZjk3M2UyN2YtNmQ1MS00MWI3LWEzNGMtYTRkM2E5MWNjOWJjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.5,1994,"    A little girl discovers dreams do come true if you really believe. Six-year-old Susan has doubts about childhood's most enduring miracle, Santa Claus. Her mother told her the ""secret"" about Santa a long time ago, so Susan doesn't expect to receive the most important gifts on her Christmas list. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all, something to believe in.Written byRobert Lynch <docrlynch@yahoo.com> ",Miracle on 34th Street (1994),277
,5.4,1995,"    Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.Written byTony Fontana <tony.fontana@spacebbs.com> ",Miami Rhapsody (1995),278
